Input,InputLength,CoveragePercent,AlignedCount,AlignmentPattern,Classification,StateHex
abc16,5,37.5,3,00001110,Aligned,0x0e0e0e0e0e0e0e0e
ABC16,5,50.0,4,10101100,Aligned,0xacacacacacacacac
16 xyz,6,75.0,6,11100111,Aligned,0xe7e7e7e7e7e7e7e7
16 XYZ,6,75.0,6,11001111,Aligned,0xcfcfcfcfcfcfcfcf
abc17,5,62.5,5,11001011,Aligned,0xcbcbcbcbcbcbcbcb
ABC17,5,62.5,5,01111010,Aligned,0x7a7a7a7a7a7a7a7a
17 xyz,6,100.0,8,11111111,Aligned,0xffffffffffffffff
17 XYZ,6,50.0,4,01011100,Aligned,0x5c5c5c5c5c5c5c5c
abc18,5,62.5,5,11101100,Aligned,0xecececececececec
ABC18,5,25.0,2,00000101,Not Aligned,0x0505050505050505
18 xyz,6,62.5,5,11011010,Aligned,0xdadadadadadadada
18 XYZ,6,37.5,3,10100100,Aligned,0xa4a4a4a4a4a4a4a4
abc19,5,25.0,2,00010010,Not Aligned,0x1212121212121212
ABC19,5,62.5,5,10010111,Aligned,0x9797979797979797
19 xyz,6,37.5,3,01000110,Aligned,0x4646464646464646
19 XYZ,6,75.0,6,11110110,Aligned,0xf6f6f6f6f6f6f6f6
abc20,5,37.5,3,00110010,Aligned,0x3232323232323232
ABC20,5,25.0,2,00000110,Not Aligned,0x0606060606060606
20 xyz,6,62.5,5,11101010,Aligned,0xeaeaeaeaeaeaeaea
20 XYZ,6,75.0,6,11011110,Aligned,0xdededededededede
12345678901234561,17,87.5,7,11111110,Aligned,0xfefefefefefefefe
98765432109876541,17,62.5,5,01111100,Aligned,0x7c7c7c7c7c7c7c7c
11112222333344441,17,50.0,4,01010011,Aligned,0x5353535353535353
12345678901234562,17,25.0,2,11000000,Not Aligned,0xc0c0c0c0c0c0c0c0
98765432109876542,17,62.5,5,01101101,Aligned,0x6d6d6d6d6d6d6d6d
11112222333344442,17,87.5,7,11111011,Aligned,0xfbfbfbfbfbfbfbfb
12345678901234563,17,62.5,5,11010011,Aligned,0xd3d3d3d3d3d3d3d3
98765432109876543,17,62.5,5,00101111,Aligned,0x2f2f2f2f2f2f2f2f
11112222333344443,17,50.0,4,10100110,Aligned,0xa6a6a6a6a6a6a6a6
12345678901234564,17,37.5,3,11000001,Aligned,0xc1c1c1c1c1c1c1c1
98765432109876544,17,37.5,3,01011000,Aligned,0x5858585858585858
11112222333344444,17,62.5,5,01001111,Aligned,0x4f4f4f4f4f4f4f4f
12345678901234565,17,62.5,5,11011001,Aligned,0xd9d9d9d9d9d9d9d9
98765432109876545,17,25.0,2,00001001,Not Aligned,0x0909090909090909
11112222333344445,17,50.0,4,01011010,Aligned,0x5a5a5a5a5a5a5a5a
12345678901234566,17,62.5,5,11010011,Aligned,0xd3d3d3d3d3d3d3d3
98765432109876546,17,62.5,5,11101010,Aligned,0xeaeaeaeaeaeaeaea
11112222333344446,17,37.5,3,01000110,Aligned,0x4646464646464646
12345678901234567,17,62.5,5,10111001,Aligned,0xb9b9b9b9b9b9b9b9
98765432109876547,17,62.5,5,11010101,Aligned,0xd5d5d5d5d5d5d5d5
11112222333344447,17,37.5,3,00010011,Aligned,0x1313131313131313
12345678901234568,17,25.0,2,11000000,Not Aligned,0xc0c0c0c0c0c0c0c0
98765432109876548,17,37.5,3,01010100,Aligned,0x5454545454545454
11112222333344448,17,50.0,4,10001110,Aligned,0x8e8e8e8e8e8e8e8e
12345678901234569,17,37.5,3,01100010,Aligned,0x6262626262626262
98765432109876549,17,62.5,5,11110010,Aligned,0xf2f2f2f2f2f2f2f2
11112222333344449,17,50.0,4,10100011,Aligned,0xa3a3a3a3a3a3a3a3
123456789012345610,18,62.5,5,10100111,Aligned,0xa7a7a7a7a7a7a7a7
987654321098765410,18,50.0,4,00011110,Aligned,0x1e1e1e1e1e1e1e1e
111122223333444410,18,62.5,5,01101011,Aligned,0x6b6b6b6b6b6b6b6b
test1,5,37.5,3,01011000,Aligned,0x5858585858585858
input1,6,50.0,4,01111000,Aligned,0x7878787878787878
test2,5,37.5,3,01010010,Aligned,0x5252525252525252
input2,6,12.5,1,00000100,Not Aligned,0x0404040404040404
test3,5,37.5,3,10000110,Aligned,0x8686868686868686
input3,6,50.0,4,00011110,Aligned,0x1e1e1e1e1e1e1e1e
test4,5,87.5,7,11111110,Aligned,0xfefefefefefefefe
input4,6,62.5,5,01110101,Aligned,0x7575757575757575
test5,5,37.5,3,10001100,Aligned,0x8c8c8c8c8c8c8c8c
input5,6,75.0,6,01101111,Aligned,0x6f6f6f6f6f6f6f6f
test6,5,62.5,5,10101011,Aligned,0xabababababababab
input6,6,62.5,5,11101100,Aligned,0xecececececececec
test7,5,62.5,5,11111000,Aligned,0xf8f8f8f8f8f8f8f8
input7,6,50.0,4,11010010,Aligned,0xd2d2d2d2d2d2d2d2
test8,5,62.5,5,01011011,Aligned,0x5b5b5b5b5b5b5b5b
input8,6,37.5,3,10110000,Aligned,0xb0b0b0b0b0b0b0b0
test9,5,50.0,4,10100110,Aligned,0xa6a6a6a6a6a6a6a6
input9,6,50.0,4,10011010,Aligned,0x9a9a9a9a9a9a9a9a
test10,6,62.5,5,11110010,Aligned,0xf2f2f2f2f2f2f2f2
input10,7,37.5,3,10001001,Aligned,0x8989898989898989
test11,6,50.0,4,01110001,Aligned,0x7171717171717171
input11,7,25.0,2,10100000,Not Aligned,0xa0a0a0a0a0a0a0a0
test12,6,62.5,5,10110110,Aligned,0xb6b6b6b6b6b6b6b6
input12,7,75.0,6,11010111,Aligned,0xd7d7d7d7d7d7d7d7
test13,6,37.5,3,00010110,Aligned,0x1616161616161616
input13,7,37.5,3,10110000,Aligned,0xb0b0b0b0b0b0b0b0
test14,6,37.5,3,00101010,Aligned,0x2a2a2a2a2a2a2a2a
input14,7,87.5,7,11110111,Aligned,0xf7f7f7f7f7f7f7f7
test15,6,37.5,3,11010000,Aligned,0xd0d0d0d0d0d0d0d0
input15,7,50.0,4,00111001,Aligned,0x3939393939393939
test16,6,62.5,5,11110010,Aligned,0xf2f2f2f2f2f2f2f2
input16,7,25.0,2,01000100,Not Aligned,0x4444444444444444
test17,6,50.0,4,10110001,Aligned,0xb1b1b1b1b1b1b1b1
input17,7,50.0,4,00111010,Aligned,0x3a3a3a3a3a3a3a3a
test18,6,37.5,3,10100100,Aligned,0xa4a4a4a4a4a4a4a4
input18,7,50.0,4,10110100,Aligned,0xb4b4b4b4b4b4b4b4
test19,6,62.5,5,11001110,Aligned,0xcececececececece
input19,7,37.5,3,10001001,Aligned,0x8989898989898989
test20,6,62.5,5,11100110,Aligned,0xe6e6e6e6e6e6e6e6
input20,7,12.5,1,00000100,Not Aligned,0x0404040404040404
test21,6,50.0,4,10001011,Aligned,0x8b8b8b8b8b8b8b8b
input21,7,62.5,5,11111000,Aligned,0xf8f8f8f8f8f8f8f8
test22,6,62.5,5,11001011,Aligned,0xcbcbcbcbcbcbcbcb
input22,7,50.0,4,00111001,Aligned,0x3939393939393939
test23,6,50.0,4,01101100,Aligned,0x6c6c6c6c6c6c6c6c
input23,7,50.0,4,01110100,Aligned,0x7474747474747474
test24,6,50.0,4,00011110,Aligned,0x1e1e1e1e1e1e1e1e
input24,7,50.0,4,10110010,Aligned,0xb2b2b2b2b2b2b2b2
test25,6,50.0,4,01110100,Aligned,0x7474747474747474
input25,7,50.0,4,01101010,Aligned,0x6a6a6a6a6a6a6a6a
test26,6,75.0,6,11101011,Aligned,0xebebebebebebebeb
input26,7,37.5,3,00011001,Aligned,0x1919191919191919
test27,6,25.0,2,10000010,Not Aligned,0x8282828282828282
input27,7,50.0,4,01010110,Aligned,0x5656565656565656
test28,6,62.5,5,11001110,Aligned,0xcececececececece
input28,7,87.5,7,11111110,Aligned,0xfefefefefefefefe
test29,6,37.5,3,00101001,Aligned,0x2929292929292929
input29,7,37.5,3,01001100,Aligned,0x4c4c4c4c4c4c4c4c
test30,6,75.0,6,11111010,Aligned,0xfafafafafafafafa
input30,7,75.0,6,01101111,Aligned,0x6f6f6f6f6f6f6f6f
test31,6,50.0,4,01101010,Aligned,0x6a6a6a6a6a6a6a6a
input31,7,62.5,5,10011110,Aligned,0x9e9e9e9e9e9e9e9e
test32,6,75.0,6,10111011,Aligned,0xbbbbbbbbbbbbbbbb
input32,7,50.0,4,10001110,Aligned,0x8e8e8e8e8e8e8e8e
test33,6,62.5,5,10110110,Aligned,0xb6b6b6b6b6b6b6b6
